STATE CLIMATE OFFICE OF NORTH CAROLINA,
11/11/2019 7:53,
11/11/2019 8:53,
11/11/2019 9:53,
11/11/2019 10:53,
11/11/2019 11:53,
11/11/2019 12:53,
11/11/2019 13:53,
11/11/2019 14:53,
11/11/2019 15:53,
11/11/2019 16:53,
11/11/2019 17:53,
11/11/2019 18:53,
11/11/2019 19:53,
11/11/2019 20:53,
11/11/2019 21:53,
11/11/2019 22:53,
11/11/2019 23:53,
11/12/2019 0:53,
11/12/2019 1:53,
11/12/2019 2:53,
11/12/2019 3:53,
11/12/2019 4:53,
11/12/2019 5:53,
11/12/2019 6:53,0.0001
11/12/2019 7:53,
11/12/2019 8:53,0.0001
11/12/2019 9:53,0.0001
11/12/2019 10:53,0.08
11/12/2019 11:53,0.03
11/12/2019 12:53,0.06
11/12/2019 13:53,0.11
11/12/2019 14:53,0.08
11/12/2019 15:53,0.11
11/12/2019 16:53,0.04
11/12/2019 17:53,0.01
11/12/2019 18:53,
11/12/2019 19:53,
11/12/2019 20:53,
11/12/2019 21:53,
11/12/2019 22:53,
11/12/2019 23:53,
11/13/2019 0:53,
11/13/2019 1:53,
11/13/2019 2:53,
11/13/2019 3:53,
11/13/2019 4:53,
11/13/2019 5:53,
11/13/2019 6:53,
11/13/2019 7:53,
11/13/2019 8:53,
11/13/2019 9:53,
11/13/2019 10:53,
11/13/2019 11:53,
11/13/2019 12:53,
11/13/2019 13:53,
11/13/2019 14:53,
11/13/2019 15:53,
11/13/2019 16:53,
11/13/2019 17:53,
11/13/2019 18:53,
11/13/2019 19:53,
11/13/2019 20:53,
11/13/2019 21:53,
11/13/2019 22:53,
11/13/2019 23:53,
11/14/2019 0:53,
11/14/2019 1:53,
11/14/2019 2:53,
11/14/2019 3:53,
11/14/2019 4:53,
11/14/2019 5:53,
11/14/2019 6:53,
11/14/2019 7:53,
11/14/2019 8:53,
11/14/2019 9:53,
11/14/2019 10:53,
11/14/2019 11:53,
11/14/2019 12:53,
11/14/2019 13:53,
11/14/2019 14:53,
11/14/2019 15:53,
11/14/2019 16:53,
11/14/2019 17:53,
11/14/2019 18:53,
11/14/2019 19:53,
11/14/2019 20:53,
11/14/2019 21:53,0.0001
11/14/2019 22:53,
11/14/2019 23:53,0.01
11/15/2019 0:53,0.0001
11/15/2019 1:53,0.01
11/15/2019 2:53,0.05
11/15/2019 3:53,0.13
11/15/2019 4:53,0.12
11/15/2019 5:53,0.07
11/15/2019 6:53,0.03
11/15/2019 7:53,0.04
11/15/2019 8:53,0.03
11/15/2019 9:53,0.0001
11/15/2019 10:53,0.0001
11/15/2019 11:53,0.02
11/15/2019 12:53,0.01
11/15/2019 13:53,0.01
11/15/2019 14:53,0.01
11/15/2019 15:53,0.02
11/15/2019 16:53,0.0001
11/15/2019 17:53,0.01
11/15/2019 18:53,0.01
11/15/2019 19:53,0.02
11/15/2019 20:53,0.0001
11/15/2019 21:53,0.02
11/15/2019 22:53,0.0001
11/15/2019 23:53,
11/16/2019 0:53,
11/16/2019 1:53,
11/16/2019 2:53,
11/16/2019 3:53,
11/16/2019 4:53,
11/16/2019 5:53,
11/16/2019 6:53,
11/16/2019 7:53,
11/16/2019 8:53,
11/16/2019 9:53,
11/16/2019 10:53,
11/16/2019 11:53,
11/16/2019 12:53,
11/16/2019 13:53,0.0001
11/16/2019 14:53,
11/16/2019 15:53,0.0001
11/16/2019 16:53,0.02
11/16/2019 17:53,0.01
11/16/2019 18:53,
11/16/2019 19:53,0.0001
11/16/2019 20:53,
11/16/2019 21:53,
11/16/2019 22:53,
11/16/2019 23:53,0.0001
11/17/2019 0:53,
11/17/2019 1:53,
11/17/2019 2:53,
11/17/2019 3:53,
11/17/2019 4:53,
11/17/2019 5:53,
11/17/2019 6:53,
11/17/2019 7:53,
11/17/2019 8:53,
11/17/2019 9:53,
11/17/2019 10:53,
11/17/2019 11:53,
11/17/2019 12:53,
11/17/2019 13:53,
11/17/2019 14:53,
11/17/2019 15:53,
11/17/2019 16:53,
11/17/2019 17:53,
11/17/2019 18:53,
11/17/2019 19:53,
11/17/2019 20:53,
11/17/2019 21:53,
11/17/2019 22:53,
11/17/2019 23:53,
11/18/2019 0:53,
11/18/2019 1:53,
11/18/2019 2:53,
11/18/2019 3:53,
11/18/2019 4:53,
11/18/2019 5:53,
11/18/2019 6:53,
11/18/2019 7:53,
11/18/2019 8:53,
11/18/2019 9:53,
11/18/2019 10:53,
11/18/2019 11:53,
11/18/2019 12:53,
11/18/2019 13:53,0.0001
11/18/2019 14:53,0.04
11/18/2019 15:53,0.07
11/18/2019 16:53,0.03
11/18/2019 17:53,0.02
11/18/2019 18:53,0.0001
11/18/2019 19:53,0.02
11/18/2019 20:53,0.01
11/18/2019 21:53,
11/18/2019 22:53,
11/18/2019 23:53,
11/19/2019 0:53,
11/19/2019 1:53,
11/19/2019 2:53,
11/19/2019 3:53,
11/19/2019 4:53,
11/19/2019 5:53,
11/19/2019 6:53,
11/19/2019 7:53,
11/19/2019 8:53,
11/19/2019 9:53,
11/19/2019 10:53,
11/19/2019 11:53,
11/19/2019 12:53,
11/19/2019 13:53,
11/19/2019 14:53,
11/19/2019 15:53,
11/19/2019 16:53,
11/19/2019 17:53,
11/19/2019 18:53,
11/19/2019 19:53,
11/19/2019 20:53,
11/19/2019 21:53,
11/19/2019 22:53,
11/19/2019 23:53,
11/20/2019 0:53,
11/20/2019 1:53,
11/20/2019 2:53,
11/20/2019 3:53,
11/20/2019 4:53,
11/20/2019 5:53,
11/20/2019 6:53,
11/20/2019 7:53,
11/20/2019 8:53,
11/20/2019 9:53,
11/20/2019 10:53,
11/20/2019 11:53,
11/20/2019 12:53,
11/20/2019 13:53,
11/20/2019 14:53,
11/20/2019 15:53,
11/20/2019 16:53,
11/20/2019 17:53,
11/20/2019 18:53,
11/20/2019 19:53,
11/20/2019 20:53,
11/20/2019 21:53,
11/20/2019 22:53,
11/20/2019 23:53,
11/21/2019 0:53,
11/21/2019 1:53,
11/21/2019 2:53,
11/21/2019 3:53,
11/21/2019 4:53,
11/21/2019 5:53,
11/21/2019 6:53,
11/21/2019 7:53,
11/21/2019 8:53,
11/21/2019 9:53,
11/21/2019 10:53,
11/21/2019 11:53,
11/21/2019 12:53,
11/21/2019 13:53,
11/21/2019 14:53,
11/21/2019 15:53,
11/21/2019 16:53,
11/21/2019 17:53,
11/21/2019 18:53,
11/21/2019 19:53,
11/21/2019 20:53,
11/21/2019 21:53,
11/21/2019 22:53,
11/21/2019 23:53,
11/22/2019 0:53,
11/22/2019 1:53,
11/22/2019 2:53,
11/22/2019 3:53,
11/22/2019 4:53,
11/22/2019 5:53,0.0001
11/22/2019 6:53,
11/22/2019 7:53,
11/22/2019 8:53,
11/22/2019 9:53,
11/22/2019 10:53,
11/22/2019 11:53,
11/22/2019 12:53,
11/22/2019 13:53,
11/22/2019 14:53,
11/22/2019 15:53,
11/22/2019 16:53,
11/22/2019 17:53,
11/22/2019 18:53,
11/22/2019 19:53,
11/22/2019 20:53,
11/22/2019 21:53,
11/22/2019 22:53,
11/22/2019 23:53,
11/23/2019 0:53,
11/23/2019 1:53,
11/23/2019 2:53,
11/23/2019 3:53,
11/23/2019 4:53,
11/23/2019 5:53,
11/23/2019 6:53,
11/23/2019 7:53,
11/23/2019 8:53,
11/23/2019 9:53,
11/23/2019 10:53,
11/23/2019 11:53,0.0001
11/23/2019 12:53,0.04
11/23/2019 13:53,0.22
11/23/2019 14:53,0.13
11/23/2019 15:53,0.08
11/23/2019 16:53,0.04
11/23/2019 17:53,0.01
11/23/2019 18:53,
11/23/2019 19:53,
11/23/2019 20:53,0.0001
11/23/2019 21:53,0.01
11/23/2019 22:53,0.01
11/23/2019 23:53,
11/24/2019 0:53,0.03
11/24/2019 1:53,0.02
11/24/2019 2:53,0.0001
11/24/2019 3:53,0.02
11/24/2019 4:53,
11/24/2019 5:53,
11/24/2019 6:53,
11/24/2019 7:53,
11/24/2019 8:53,
11/24/2019 9:53,
11/24/2019 10:53,
11/24/2019 11:53,
11/24/2019 12:53,
11/24/2019 13:53,
11/24/2019 14:53,
11/24/2019 15:53,
11/24/2019 16:53,
11/24/2019 17:53,
11/24/2019 18:53,
11/24/2019 19:53,
11/24/2019 20:53,
11/24/2019 21:53,
11/24/2019 22:53,
11/24/2019 23:53,
11/25/2019 0:53,
11/25/2019 1:53,
11/25/2019 2:53,
11/25/2019 3:53,
11/25/2019 4:53,
11/25/2019 5:53,
11/25/2019 6:53,
11/25/2019 7:53,
11/25/2019 8:53,
11/25/2019 9:53,
11/25/2019 10:53,
11/25/2019 11:53,
11/25/2019 12:53,
11/25/2019 13:53,
11/25/2019 14:53,
11/25/2019 15:53,
11/25/2019 16:53,
11/25/2019 17:53,
11/25/2019 18:53,
11/25/2019 19:53,
11/25/2019 20:53,
11/25/2019 21:53,
11/25/2019 22:53,
11/25/2019 23:53,
11/26/2019 0:53,
11/26/2019 1:53,
11/26/2019 2:53,
11/26/2019 3:53,
11/26/2019 4:53,
11/26/2019 5:53,
11/26/2019 6:53,
11/26/2019 7:53,
11/26/2019 8:53,
11/26/2019 9:53,
11/26/2019 10:53,
11/26/2019 11:53,
11/26/2019 12:53,
11/26/2019 13:53,
11/26/2019 14:53,
11/26/2019 15:53,
11/26/2019 16:53,
11/26/2019 17:53,
11/26/2019 18:53,
11/26/2019 19:53,
11/26/2019 20:53,
11/26/2019 21:53,
11/26/2019 22:53,
11/26/2019 23:53,
11/27/2019 0:53,
11/27/2019 1:53,
11/27/2019 2:53,
11/27/2019 3:53,
11/27/2019 4:53,
11/27/2019 5:53,
11/27/2019 6:53,
11/27/2019 7:53,
11/27/2019 8:53,
11/27/2019 9:53,
11/27/2019 10:53,0.02
11/27/2019 11:53,0.03
11/27/2019 12:53,0.0001
11/27/2019 13:53,
11/27/2019 14:53,
11/27/2019 15:53,
11/27/2019 16:53,
11/27/2019 17:53,
11/27/2019 18:53,
11/27/2019 19:53,
11/27/2019 20:53,
11/27/2019 21:53,
11/27/2019 22:53,
11/27/2019 23:53,
11/28/2019 0:53,
11/28/2019 1:53,
11/28/2019 2:53,
11/28/2019 3:53,
11/28/2019 4:53,
11/28/2019 5:53,
11/28/2019 6:53,
11/28/2019 7:53,
11/28/2019 8:53,
11/28/2019 9:53,
11/28/2019 10:53,
11/28/2019 11:53,
11/28/2019 12:53,
11/28/2019 13:53,
11/28/2019 14:53,
11/28/2019 15:53,
11/28/2019 16:53,
11/28/2019 17:53,
11/28/2019 18:53,
11/28/2019 19:53,
11/28/2019 20:53,
11/28/2019 21:53,
11/28/2019 22:53,
11/28/2019 23:53,
11/29/2019 0:53,
11/29/2019 1:53,
11/29/2019 2:53,
11/29/2019 3:53,
11/29/2019 4:53,
11/29/2019 5:53,
11/29/2019 6:53,
11/29/2019 7:53,
11/29/2019 8:53,
11/29/2019 9:53,
11/29/2019 10:53,
11/29/2019 11:53,
11/29/2019 12:53,
11/29/2019 13:53,
11/29/2019 14:53,
11/29/2019 15:53,
11/29/2019 16:53,
11/29/2019 17:53,
11/29/2019 18:53,
11/29/2019 19:53,
11/29/2019 20:53,
11/29/2019 21:53,
11/29/2019 22:53,
11/29/2019 23:53,
11/30/2019 0:53,
11/30/2019 1:53,
11/30/2019 2:53,
11/30/2019 3:53,
11/30/2019 4:53,
11/30/2019 5:53,
11/30/2019 6:53,
11/30/2019 7:53,
11/30/2019 8:53,
11/30/2019 9:53,0.0001
11/30/2019 10:53,0.03
11/30/2019 11:53,0.0001
11/30/2019 12:53,0.0001
11/30/2019 13:53,
11/30/2019 14:53,
11/30/2019 15:53,
11/30/2019 16:53,0.02
11/30/2019 17:53,0.03
11/30/2019 18:53,0.06
11/30/2019 19:53,0.09
11/30/2019 20:53,0.01
11/30/2019 21:53,0.01
11/30/2019 22:53,
11/30/2019 23:53,0.0001
12/1/2019 0:53,0.03
12/1/2019 1:53,0.01
12/1/2019 2:53,0.02
12/1/2019 3:53,0.0001
12/1/2019 4:53,
12/1/2019 5:53,
12/1/2019 6:53,
12/1/2019 7:53,0.03
12/1/2019 8:53,0.04
12/1/2019 9:53,0.02
12/1/2019 10:53,0.03
12/1/2019 11:53,0.03
12/1/2019 12:53,0.01
12/1/2019 13:53,0.02
12/1/2019 14:53,0.01
12/1/2019 15:53,
12/1/2019 16:53,
12/1/2019 17:53,
12/1/2019 18:53,
12/1/2019 19:53,
12/1/2019 20:53,
12/1/2019 21:53,
12/1/2019 22:53,
12/1/2019 23:53,
12/2/2019 0:53,
12/2/2019 1:53,
12/2/2019 2:53,
12/2/2019 3:53,
12/2/2019 4:53,0.0001
12/2/2019 5:53,0.0001
12/2/2019 6:53,
12/2/2019 7:53,
12/2/2019 8:53,
12/2/2019 9:53,
12/2/2019 10:53,
12/2/2019 11:53,
12/2/2019 12:53,
12/2/2019 13:53,
12/2/2019 14:53,0.0001
12/2/2019 15:53,
12/2/2019 16:53,0.0001
12/2/2019 17:53,
12/2/2019 18:53,
12/2/2019 19:53,
12/2/2019 20:53,
12/2/2019 21:53,
12/2/2019 22:53,
12/2/2019 23:53,
12/3/2019 0:53,
12/3/2019 1:53,
12/3/2019 2:53,
12/3/2019 3:53,
12/3/2019 4:53,
12/3/2019 5:53,
12/3/2019 6:53,
12/3/2019 7:53,
12/3/2019 8:53,
12/3/2019 9:53,
12/3/2019 10:53,
12/3/2019 11:53,
12/3/2019 12:53,
12/3/2019 13:53,
12/3/2019 14:53,
12/3/2019 15:53,
12/3/2019 16:53,
12/3/2019 17:53,
12/3/2019 18:53,
12/3/2019 19:53,
12/3/2019 20:53,
12/3/2019 21:53,
12/3/2019 22:53,
12/3/2019 23:53,
12/4/2019 0:53,
12/4/2019 1:53,
12/4/2019 2:53,
12/4/2019 3:53,
12/4/2019 4:53,
12/4/2019 5:53,
12/4/2019 6:53,
12/4/2019 7:53,
12/4/2019 8:53,
12/4/2019 9:53,
12/4/2019 10:53,
12/4/2019 11:53,
12/4/2019 12:53,
12/4/2019 13:53,
12/4/2019 14:53,
12/4/2019 15:53,
12/4/2019 16:53,
12/4/2019 17:53,
12/4/2019 18:53,
12/4/2019 19:53,
12/4/2019 20:53,
12/4/2019 21:53,
12/4/2019 22:53,
12/4/2019 23:53,
12/5/2019 0:53,
12/5/2019 1:53,
12/5/2019 2:53,
12/5/2019 3:53,
12/5/2019 4:53,
12/5/2019 5:53,
12/5/2019 6:53,
12/5/2019 7:53,
12/5/2019 8:53,
12/5/2019 9:53,
12/5/2019 10:53,
12/5/2019 11:53,
12/5/2019 12:53,
12/5/2019 13:53,
12/5/2019 14:53,
12/5/2019 15:53,
12/5/2019 16:53,
12/5/2019 17:53,
12/5/2019 18:53,
12/5/2019 19:53,
12/5/2019 20:53,
12/5/2019 21:53,
12/5/2019 22:53,
12/5/2019 23:53,
12/6/2019 0:53,
12/6/2019 1:53,
12/6/2019 2:53,
12/6/2019 3:53,
12/6/2019 4:53,
12/6/2019 5:53,
12/6/2019 6:53,
12/6/2019 7:53,
12/6/2019 8:53,
12/6/2019 9:53,
12/6/2019 10:53,
12/6/2019 11:53,
12/6/2019 12:53,
12/6/2019 13:53,
12/6/2019 14:53,
12/6/2019 15:53,
12/6/2019 16:53,
12/6/2019 17:53,
12/6/2019 18:53,
12/6/2019 19:53,
12/6/2019 20:53,
12/6/2019 21:53,
12/6/2019 22:53,
12/6/2019 23:53,
12/7/2019 0:53,
12/7/2019 1:53,
12/7/2019 2:53,
12/7/2019 3:53,
12/7/2019 4:53,
12/7/2019 5:53,
12/7/2019 6:53,
12/7/2019 7:53,
12/7/2019 8:53,
12/7/2019 9:53,
12/7/2019 10:53,
12/7/2019 11:53,
12/7/2019 12:53,
12/7/2019 13:53,
12/7/2019 14:53,
12/7/2019 15:53,
12/7/2019 16:53,
12/7/2019 17:53,
12/7/2019 18:53,
12/7/2019 19:53,
12/7/2019 20:53,
12/7/2019 21:53,
12/7/2019 22:53,
12/7/2019 23:53,
12/8/2019 0:53,
12/8/2019 1:53,
12/8/2019 2:53,
12/8/2019 3:53,
12/8/2019 4:53,
12/8/2019 5:53,
12/8/2019 6:53,
12/8/2019 7:53,
12/8/2019 8:53,
12/8/2019 9:53,
12/8/2019 10:53,
12/8/2019 11:53,
12/8/2019 12:53,
12/8/2019 13:53,
12/8/2019 14:53,
12/8/2019 15:53,
12/8/2019 16:53,0.0001
12/8/2019 17:53,0.01
12/8/2019 18:53,0.03
12/8/2019 19:53,0.03
12/8/2019 20:53,0.03
12/8/2019 21:53,0.02
12/8/2019 22:53,0.01
12/8/2019 23:53,0.02
12/9/2019 0:53,0.01
12/9/2019 1:53,0.01
12/9/2019 2:53,
12/9/2019 3:53,
12/9/2019 4:53,
12/9/2019 5:53,
12/9/2019 6:53,
12/9/2019 7:53,
12/9/2019 8:53,
12/9/2019 9:53,
12/9/2019 10:53,
12/9/2019 11:53,
12/9/2019 12:53,
12/9/2019 13:53,
12/9/2019 14:53,
12/9/2019 15:53,
12/9/2019 16:53,
12/9/2019 17:53,
12/9/2019 18:53,
12/9/2019 19:53,
12/9/2019 20:53,
12/9/2019 21:53,
12/9/2019 22:53,
12/9/2019 23:53,
12/10/2019 0:53,
12/10/2019 1:53,
12/10/2019 2:53,
12/10/2019 3:53,
12/10/2019 4:53,
12/10/2019 5:53,
12/10/2019 6:53,
12/10/2019 7:53,
12/10/2019 8:53,
12/10/2019 9:53,
12/10/2019 10:53,
12/10/2019 11:53,
12/10/2019 12:53,
12/10/2019 13:53,
12/10/2019 14:53,
12/10/2019 15:53,
12/10/2019 16:53,
12/10/2019 17:53,
12/10/2019 18:53,0.0001
12/10/2019 19:53,0.01
12/10/2019 20:53,
12/10/2019 21:53,
12/10/2019 22:53,
12/10/2019 23:53,
12/11/2019 0:53,0.0001
12/11/2019 1:53,0.0001
12/11/2019 2:53,0.0001
12/11/2019 3:53,0.0001
12/11/2019 4:53,0.0001
12/11/2019 5:53,0.0001
12/11/2019 6:53,0.0001
12/11/2019 7:53,0.0001
12/11/2019 8:53,
12/11/2019 9:53,
12/11/2019 10:53,
12/11/2019 11:53,
12/11/2019 12:53,
12/11/2019 13:53,
12/11/2019 14:53,
12/11/2019 15:53,
12/11/2019 16:53,
12/11/2019 17:53,
12/11/2019 18:53,
12/11/2019 19:53,
12/11/2019 20:53,
12/11/2019 21:53,
12/11/2019 22:53,
12/11/2019 23:53,
12/12/2019 0:53,
12/12/2019 1:53,
12/12/2019 2:53,
12/12/2019 3:53,
12/12/2019 4:53,
12/12/2019 5:53,
12/12/2019 6:53,
12/12/2019 7:53,
12/12/2019 8:53,
12/12/2019 9:53,
12/12/2019 10:53,
12/12/2019 11:53,
12/12/2019 12:53,
12/12/2019 13:53,
12/12/2019 14:53,
12/12/2019 15:53,
12/12/2019 16:53,
12/12/2019 17:53,
12/12/2019 18:53,
12/12/2019 19:53,
12/12/2019 20:53,
12/12/2019 21:53,
12/12/2019 22:53,
12/12/2019 23:53,
12/13/2019 0:53,
12/13/2019 1:53,
12/13/2019 2:53,
12/13/2019 3:53,
12/13/2019 4:53,
12/13/2019 5:53,
12/13/2019 6:53,
12/13/2019 7:53,0.0001
12/13/2019 8:53,0.0001
12/13/2019 9:53,0.0001
12/13/2019 10:53,0.0001
12/13/2019 11:53,0.0001
12/13/2019 12:53,0.0001
12/13/2019 13:53,0.0001
12/13/2019 14:53,0.0001
12/13/2019 15:53,
12/13/2019 16:53,
12/13/2019 17:53,
12/13/2019 18:53,
12/13/2019 19:53,
12/13/2019 20:53,0.04
12/13/2019 21:53,0.06
12/13/2019 22:53,0.08
12/13/2019 23:53,0.08
12/14/2019 0:53,0.09
12/14/2019 1:53,0.08
12/14/2019 2:53,0.09
12/14/2019 3:53,0.04
12/14/2019 4:53,
12/14/2019 5:53,0.07
12/14/2019 6:53,0.06
12/14/2019 7:53,0.06
12/14/2019 8:53,0.05
12/14/2019 9:53,
12/14/2019 10:53,
12/14/2019 11:53,
12/14/2019 12:53,
12/14/2019 13:53,
12/14/2019 14:53,
12/14/2019 15:53,
12/14/2019 16:53,
12/14/2019 17:53,
12/14/2019 18:53,
12/14/2019 19:53,
12/14/2019 20:53,
12/14/2019 21:53,
12/14/2019 22:53,
12/14/2019 23:53,
12/15/2019 0:53,
12/15/2019 1:53,
12/15/2019 2:53,
12/15/2019 3:53,
12/15/2019 4:53,
12/15/2019 5:53,
12/15/2019 6:53,
12/15/2019 7:53,
12/15/2019 8:53,
12/15/2019 9:53,
12/15/2019 10:53,
12/15/2019 11:53,
12/15/2019 12:53,
12/15/2019 13:53,
12/15/2019 14:53,
12/15/2019 15:53,
12/15/2019 16:53,
12/15/2019 17:53,
12/15/2019 18:53,
12/15/2019 19:53,
12/15/2019 20:53,
12/15/2019 21:53,
12/15/2019 22:53,
12/15/2019 23:53,
12/16/2019 0:53,
12/16/2019 1:53,
12/16/2019 2:53,
12/16/2019 3:53,
12/16/2019 4:53,
12/16/2019 5:53,
12/16/2019 6:53,
12/16/2019 7:53,
12/16/2019 8:53,
12/16/2019 9:53,
12/16/2019 10:53,
12/16/2019 11:53,
12/16/2019 12:53,
12/16/2019 13:53,
12/16/2019 14:53,
12/16/2019 15:53,
12/16/2019 16:53,
12/16/2019 17:53,
12/16/2019 18:53,
12/16/2019 19:53,
12/16/2019 20:53,
12/16/2019 21:53,
12/16/2019 22:53,
12/16/2019 23:53,
12/17/2019 0:53,
12/17/2019 1:53,
12/17/2019 2:53,
12/17/2019 3:53,
12/17/2019 4:53,
12/17/2019 5:53,
12/17/2019 6:53,
12/17/2019 7:53,
12/17/2019 8:53,
12/17/2019 9:53,0.01
12/17/2019 10:53,0.02
12/17/2019 11:53,0.04
12/17/2019 12:53,0.04
12/17/2019 13:53,0.09
12/17/2019 14:53,0.02
12/17/2019 15:53,0.03
12/17/2019 16:53,0.01
12/17/2019 17:53,0.0001
12/17/2019 18:53,0.0001
12/17/2019 19:53,
12/17/2019 20:53,0.02
12/17/2019 21:53,0.0001
12/17/2019 22:53,
12/17/2019 23:53,
12/18/2019 0:53,0.0001
12/18/2019 1:53,
12/18/2019 2:53,
12/18/2019 3:53,
12/18/2019 4:53,
12/18/2019 5:53,
12/18/2019 6:53,0.0001
12/18/2019 7:53,
12/18/2019 8:53,
12/18/2019 9:53,
12/18/2019 10:53,
12/18/2019 11:53,
12/18/2019 12:53,
12/18/2019 13:53,
12/18/2019 14:53,
12/18/2019 15:53,
12/18/2019 16:53,
12/18/2019 17:53,
12/18/2019 18:53,
12/18/2019 19:53,
12/18/2019 20:53,
12/18/2019 21:53,
12/18/2019 22:53,
12/18/2019 23:53,
12/19/2019 0:53,
12/19/2019 1:53,
12/19/2019 2:53,
12/19/2019 3:53,
12/19/2019 4:53,
12/19/2019 5:53,
12/19/2019 6:53,
12/19/2019 7:53,
12/19/2019 8:53,
12/19/2019 9:53,
12/19/2019 10:53,
12/19/2019 11:53,
12/19/2019 12:53,
12/19/2019 13:53,
12/19/2019 14:53,
12/19/2019 15:53,
12/19/2019 16:53,
12/19/2019 17:53,
12/19/2019 18:53,
12/19/2019 19:53,
12/19/2019 20:53,
12/19/2019 21:53,
12/19/2019 22:53,
12/19/2019 23:53,
12/20/2019 0:53,
12/20/2019 1:53,
12/20/2019 2:53,
12/20/2019 3:53,
12/20/2019 4:53,
12/20/2019 5:53,
12/20/2019 6:53,
12/20/2019 7:53,
12/20/2019 8:53,
12/20/2019 9:53,
12/20/2019 10:53,
12/20/2019 11:53,
12/20/2019 12:53,
12/20/2019 13:53,
12/20/2019 14:53,
12/20/2019 15:53,
12/20/2019 16:53,
12/20/2019 17:53,
12/20/2019 18:53,
12/20/2019 19:53,
12/20/2019 20:53,
12/20/2019 21:53,
12/20/2019 22:53,
12/20/2019 23:53,
12/21/2019 0:53,
12/21/2019 1:53,
12/21/2019 2:53,
12/21/2019 3:53,
12/21/2019 4:53,
12/21/2019 5:53,
12/21/2019 6:53,
12/21/2019 7:53,
12/21/2019 8:53,
12/21/2019 9:53,
12/21/2019 10:53,
12/21/2019 11:53,
12/21/2019 12:53,
12/21/2019 13:53,
12/21/2019 14:53,
12/21/2019 15:53,
12/21/2019 16:53,
12/21/2019 17:53,
12/21/2019 18:53,
12/21/2019 19:53,
12/21/2019 20:53,
12/21/2019 21:53,
12/21/2019 22:53,
12/21/2019 23:53,
12/22/2019 0:53,
12/22/2019 1:53,
12/22/2019 2:53,
12/22/2019 3:53,
12/22/2019 4:53,
12/22/2019 5:53,
12/22/2019 6:53,
12/22/2019 7:53,
12/22/2019 8:53,
12/22/2019 9:53,
12/22/2019 10:53,
12/22/2019 11:53,
12/22/2019 12:53,
12/22/2019 13:53,
12/22/2019 14:53,
12/22/2019 15:53,
12/22/2019 16:53,
12/22/2019 17:53,
12/22/2019 18:53,
12/22/2019 19:53,
12/22/2019 20:53,
12/22/2019 21:53,
12/22/2019 22:53,
12/22/2019 23:53,0.0001
12/23/2019 0:53,0.01
12/23/2019 1:53,0.01
12/23/2019 2:53,0.0001
12/23/2019 3:53,0.01
12/23/2019 4:53,0.0001
12/23/2019 5:53,
12/23/2019 6:53,
12/23/2019 7:53,0.0001
12/23/2019 8:53,0.0001
12/23/2019 9:53,0.01
12/23/2019 10:53,0.01
12/23/2019 11:53,0.04
12/23/2019 12:53,0.03
12/23/2019 13:53,0.04
12/23/2019 14:53,0.02
12/23/2019 15:53,0.03
12/23/2019 16:53,0.01
12/23/2019 17:53,
12/23/2019 18:53,
12/23/2019 19:53,
12/23/2019 20:53,
12/23/2019 21:53,
12/23/2019 22:53,
12/23/2019 23:53,
12/24/2019 0:53,
12/24/2019 1:53,
12/24/2019 2:53,
12/24/2019 3:53,
12/24/2019 4:53,
12/24/2019 5:53,
12/24/2019 6:53,
12/24/2019 7:53,
12/24/2019 8:53,
12/24/2019 9:53,
12/24/2019 10:53,
12/24/2019 11:53,
12/24/2019 12:53,
12/24/2019 13:53,
12/24/2019 14:53,
12/24/2019 15:53,
12/24/2019 16:53,
12/24/2019 17:53,
12/24/2019 18:53,
12/24/2019 19:53,
12/24/2019 20:53,
12/24/2019 21:53,
12/24/2019 22:53,
12/24/2019 23:53,
12/25/2019 0:53,
12/25/2019 1:53,
12/25/2019 2:53,
12/25/2019 3:53,
12/25/2019 4:53,
12/25/2019 5:53,
12/25/2019 6:53,
12/25/2019 7:53,
12/25/2019 8:53,
12/25/2019 9:53,
12/25/2019 10:53,
12/25/2019 11:53,
12/25/2019 12:53,
12/25/2019 13:53,
12/25/2019 14:53,
12/25/2019 15:53,
12/25/2019 16:53,
12/25/2019 17:53,
12/25/2019 18:53,
12/25/2019 19:53,
12/25/2019 20:53,
12/25/2019 21:53,
12/25/2019 22:53,
12/25/2019 23:53,
12/26/2019 0:53,
12/26/2019 1:53,
12/26/2019 2:53,
12/26/2019 3:53,
12/26/2019 4:53,
12/26/2019 5:53,
12/26/2019 6:53,
12/26/2019 7:53,
12/26/2019 8:53,
12/26/2019 9:53,
12/26/2019 10:53,
12/26/2019 11:53,
12/26/2019 12:53,
12/26/2019 13:53,
12/26/2019 14:53,
12/26/2019 15:53,
12/26/2019 16:53,
12/26/2019 17:53,
12/26/2019 18:53,
12/26/2019 19:53,
12/26/2019 20:53,
12/26/2019 21:53,
12/26/2019 22:53,
12/26/2019 23:53,
12/27/2019 0:53,
12/27/2019 1:53,
12/27/2019 2:53,
12/27/2019 3:53,
12/27/2019 4:53,
12/27/2019 5:53,
12/27/2019 6:53,
12/27/2019 7:53,
12/27/2019 8:53,
12/27/2019 9:53,
12/27/2019 10:53,
12/27/2019 11:53,
12/27/2019 12:53,
12/27/2019 13:53,
12/27/2019 14:53,
12/27/2019 15:53,
12/27/2019 16:53,
12/27/2019 17:53,
12/27/2019 18:53,
12/27/2019 19:53,
12/27/2019 20:53,
